OBJECTID,REGIONNAME,ZONENAME,WOREDANAME,REG_P_CODE,ZON_P_CODE,WOR_P_CODE,REG_Pcode,HRname,HRpcode,HRparent,DRMF_Name,pop_2020,pop_2022,pop_2030,cons_class12,cons_class40,cons_class80,cons_class12_2030,cons_class40_2030,cons_class80_2030,Females_2022_12USD,Males_2022_12USD,Females_2022_40USD,Males_2022_40USD,Females_2022_80USD,Males_2022_80USD,Females_2030_12USD,Males_2030_12USD,Females_2030_40USD,Males_2030_40USD,Females_2030_80USD,Males_2030_80USD
"229",Amhara,West Gojam,Semen Achefer,"03","0307","030701",ET03,Semen Achefer,ET030701,ET0307,,267877.78125,355242.50700493,499460.314112998,105469.908132847,5145.24721325772,4928.36455788107,303009.989668662,25298.4305824849,5680.12291091666,35087.5359222338,39730.016786617,1711.73758554101,1938.21845844336,1639.58458471892,1856.51860058539,111643.464670758,117302.952539414,8799.47486145992,9321.40506251389,1975.69958348398,2092.88581301074
"230",Amhara,East Gojam,Senan,"03","0306","030616",ET03,Senan,ET030616,ET0306,,142385.921875,188823.170077989,265479.715910393,56060.7528907066,2734.86947784877,2619.58915605276,161059.855412352,13446.9545912659,3019.17364426497,18650.1886244417,21117.821119297,909.84527715601,1030.22736978339,871.493565079847,986.801186678995,59342.2028668713,62350.4083020465,4677.21262404946,4954.63582982895,1050.1498303806,1112.43819653163
"231",Amhara,East Gojam,Shebel Bereta,"03","0306","030614",ET03,Shebel Bereta,ET030614,ET0306,,148911.390625,197476.83245833,277646.505766576,58629.986465715,2860.20704688666,2739.6434911342,168441.140300162,14063.2211491704,3157.54071740701,19504.9165459089,22085.6392853587,951.542987471984,1077.44212541645,911.433637454046,1032.02574414465,62061.8234955447,65207.8933368516,4891.56671477294,5181.70407400244,1098.27762146224,1163.4206292903
"232",Amhara,South Gonder,Simada,"03","0302","030207",ET03,Simada,ET030207,ET0302,Simada,328088.1875,435089.725255828,611723.109027036,129176.189356307,6301.73515907136,6036.10418000817,371116.999106417,30984.7132437455,6956.83390359525,42974.0981534535,48660.0610772594,2096.48175856607,2373.86832921487,2008.11105774891,2273.80494150669,136737.365074205,143668.925834269,10777.3169718539,11416.5604838251,2419.77401920027,2563.29998640064
"233",Amhara,North Shewa(R3),Siya Debirna Wayu,"03","0305","030523",ET03,Siya Debirna Wayu,ET030523,ET0305,,86984.125,115352.82430084,162182.612505658,34247.736523561,1670.74262249554,1600.31741620339,98392.1051406261,8214.79794935657,1844.42516655546,11393.4742790527,12900.9607676045,555.828092248309,629.369990597323,532.398879070017,602.840762920292,36252.3873426113,38090.1119866858,2857.32776235464,3026.80670024155,641.540700875946,679.592911066241
"234",Amhara,North Gonder,Tach Armacho,"03","0301","030120",ET03,Tach Armacho,ET030120,ET0301,,128037.6171875,169795.359317898,238727.184465765,50411.4811586834,2459.27523347419,2355.61177070343,144829.768561421,12091.8978619648,2714.92991860778,16770.7992484488,18989.7671111079,818.159687153805,926.410812609778,783.672697396461,887.360708954752,53362.257684448,56067.3246661996,4205.88743308712,4455.35455562826,944.325676311107,1000.33721084667
"235",Amhara,South Gonder,Tach Gayint,"03","0302","030206",ET03,Tach Gayint,ET030206,ET0302,Tach Gayint,146192.28125,193870.922230583,272576.704097293,57559.4078807865,2807.97990856642,2689.61783312621,165365.419350922,13806.4279226153,3099.88429145725,19148.7584225042,21682.3573834059,934.1678931485,1057.768123502,894.790936463276,1013.18104150393,60928.5798572437,64017.2027298265,4802.24712104171,5087.08659667609,1078.22316515546,1142.17666718039
"236",Amhara,North Gonder,Takusa,"03","0301","030121",ET03,Takusa,ET030121,ET0301,,184481.625,244647.819074555,343967.498687711,72634.8409717104,3543.42029599928,3394.05790949788,208676.41588064,17422.481110708,3911.77760214346,24164.0259000748,27361.2019028636,1178.83659436268,1334.80906535105,1129.14638572286,1278.544143081,76886.4356236768,80784.0023192253,6060.0077170035,6419.44974006981,1360.62150422544,1441.32512193438
"237",Amhara,North Shewa(R3),Tarema Ber,"03","0305","030510",ET03,Tarema Ber,ET030510,ET0305,Tarmaber,121745.7421875,161451.474138874,226995.932067019,47934.2190463246,2338.42440307366,2239.85504908239,137712.713276544,11497.6919439584,2581.51600434675,15946.6682247762,18056.594161105,777.954639647552,880.886214764027,745.162369250392,843.755065681349,50739.9919593942,53312.1296998051,3999.20662650586,4236.41472715861,897.920727162928,951.179808305517
"238",Amhara,South Wollo,Tenta,"03","0304","030402",ET03,Tenta,ET030402,ET0304,Tenta,238212.015625,315901.651993851,444148.251468888,93789.7846057702,4575.44371108246,4382.57943450717,269453.554739275,22496.7898161687,5051.08531694321,31201.813813552,35330.1693607898,1522.17350229675,1723.57305467033,1458.01098878398,1650.92093800053,99279.6589044457,104312.394379209,7824.98881918706,8289.11856010272,1756.90338278547,1861.11198048553
"239",Amhara,South Wollo,Thehulederie,"03","0304","030405",ET03,Thehulederie,ET030405,ET0304,,168233.75,223100.918762148,313673.202858841,66237.6628421637,3231.34016313044,3095.13259020778,190297.629805459,15888.0285858203,3567.25508664943,22035.8243931704,24951.4150833498,1075.01276025113,1217.24824679966,1029.69892404787,1165.93875260505,70114.806225849,73669.1020049935,5526.28384133346,5854.06867870157,1240.78730326929,1314.38310038861
"240",Amhara,South Gonder,West Esite,"03","0302","030211",ET03,West Esite,ET030211,ET0302,,301982.875,400470.517140198,563049.540355435,118897.901630067,5800.31885733451,5555.82359721008,341587.971226572,28519.3223739481,6403.29272173253,39554.7362122328,44788.2785837463,1929.66895169561,2184.98443479546,1848.32972853772,2092.88288815762,125857.4499121,132237.480423139,9919.78769106628,10508.1678916493,2227.23750201584,2359.343398734
"241",Amhara,North Wollo,Wadla,"03","0303","030305",ET03,Wadla,ET030305,ET0303,Wadla,185019.328125,245360.88682231,344970.050562147,72846.547590049,3553.7481981215,3403.95046949874,209284.638845571,17473.2619000603,3923.17914438908,24234.4560702289,27440.9507871599,1182.2725144477,1338.69959377478,1132.43747522939,1282.27067780328,77110.5342389452,81019.461056631,6077.67064189891,6438.16031997724,1364.58726739976,1445.52610955147
"242",Amhara,South Wollo,Wegde,"03","0304","030416",ET03,Wegde,ET030416,ET0304,,194315.71875,257689.169878529,362303.246917639,76506.759574076,3732.30809111985,3574.98369912561,219800.252399232,18351.2148672559,4120.30128393903,25452.1286912268,28819.7353726628,1241.67640068428,1405.96323849438,1189.33737447132,1346.69902282347,80984.9924096255,85090.3252514278,6383.04630697004,6761.64897301379,1433.15165150064,1518.1573071091
"243",Amhara,North Gonder,Wegera,"03","0301","030109",ET03,Wegera,ET030109,ET0301,Wogera,316023.1875,419089.888214418,589227.817847401,124425.909449982,6069.99735932446,5814.1346007718,357469.672671603,29845.2922602156,6701.00573225374,41393.7837319798,46870.6530483674,2019.38647327147,2286.57252740556,1934.26548562894,2190.18883564101,131709.033142504,138385.695116947,10380.9956953818,10996.7318905225,2330.79009763909,2469.03809123283
"244",Amhara,West Gojam,Wemberma,"03","0307","030711",ET03,Wemberma,ET030711,ET0307,,145438.25,192870.973857261,271170.806664447,57262.5276905158,2793.49689631484,2675.7453093555,164512.496797188,13735.2170624008,3083.89569337836,19049.9928643926,21570.5240164117,929.34963750492,1052.31236199699,890.175779475909,1007.95525146447,60614.3221355797,63687.014494284,4777.47806778851,5060.84839700814,1072.66190053842,1136.2855428836
"245",Amhara,South Wollo,Were Ilu,"03","0304","030415",ET03,Were Ilu,ET030415,ET0304,,156243.03125,207199.588798668,291316.409677378,61516.6292457676,3001.0291162586,2874.52962330523,176734.326616956,14755.6227382152,3313.00198670058,20465.2395805338,23173.0240014239,998.392131745654,1130.48990386131,956.308001028942,1082.83745062365,65117.4325022953,68418.3988452118,5132.40261789227,5436.82486722204,1152.35123391892,1220.7015526224
"246",Amhara,North Gonder,West Belesa,"03","0301","030116",ET03,West Belesa,ET030116,ET0301,West Belesa,140614.90625,186474.561590812,262177.642792443,55363.461557327,2700.85279618654,2587.00634684411,159056.57084082,13279.6995257636,2981.62074838756,18418.2150203934,20855.1547638334,898.528496810336,1017.4132604588,860.653808589045,974.527218175906,58604.096408626,61574.8853720128,4619.03681193574,4893.0093898322,1037.08792275867,1098.60153766844
"247",Amhara,South Wollo,Worebabu,"03","0304","030406",ET03,Worebabu,ET030406,ET0304,,143927.421875,190867.40951432,268353.855268321,56667.6784170721,2764.47775122713,2647.94938037044,162803.523352615,13592.5341558006,3051.85985446994,18852.0994972724,21346.4471016043,919.695453888843,1041.38082842318,880.928538094594,997.484504307834,59984.6540622892,63025.4269635261,4727.84911370397,5008.27576157997,1061.51897377775,1124.48168690885
"248",Amhara,West Gojam,Yilmana Densa,"03","0307","030703",ET03,Yilmana Densa,ET030703,ET0307,,307810.90625,408199.282185556,573915.952288527,121192.537331709,5912.26043534787,5663.04660958794,348180.349588863,29069.7227965688,6526.87121963627,40318.111415977,45652.6570264636,1966.91004012698,2227.15291062957,1884.00103413153,2133.2738768015,128286.399405124,134789.559471751,10111.2317676779,10710.9672419528,2270.2214287134,2404.87686501848
"249",Amhara,Wag Himra,Ziquala,"03","0308","030801",ET03,Ziquala,ET030801,ET0308,Ziqual,63390.5234375,84064.4877720416,118192.14942031,24958.3696424849,1217.56986541318,1166.2468143386,71704.1994384817,5986.61355670376,1344.14270131761,8303.10471388708,9401.70009073611,405.065104798,458.659475390696,387.990838808652,439.326043815226,26419.278339664,27758.5379703366,2082.30527683254,2205.81469403117,467.52899836593,495.25991503511
"250",Amhara,North Gonder,Tsegede,"03","0301","030107",ET03,Tsegede,ET030107,ET0301,,106189.296875,140821.503981924,197990.812545697,41809.2733702523,2039.62486651323,1953.65052190218,120116.037988934,10028.5381753552,2251.654673483,13909.032512036,15749.3560224223,678.549037530935,768.328206736058,649.94690267314,735.941607070191,44256.5298202637,46500.0045669963,3488.19541526521,3695.09350442037,783.186080709686,829.639815165796
"251",Amhara,North Gonder,Addi Arekay,"03","0301","030101",ET03,Addi Arekay,ET030101,ET0301,,134173.109375,177931.859539103,250166.859831549,52827.1716065653,2577.12234991808,2468.49139103227,151769.931406101,12671.3349562641,2845.02786693835,17574.4467235209,19899.7463055975,857.365449326874,970.803909170292,821.225861990206,929.882546027942,55919.3477203461,58754.0400239193,4407.43124539832,4668.85269523022,989.577243285973,1048.27281974688
"252",Amhara,North Gonder,Tselemt,"03","0301","030119",ET03,Tselemt,ET030119,ET0301,Tselemt,82345.7265625,109201.674766391,153534.280681479,32421.4877962352,1581.65084891446,1514.98104243609,93145.38010032,7776.74668456919,1746.07183127001,10785.9211963074,12213.0214882624,526.188751108726,595.809053115961,504.008892635077,570.69448734655,34319.2413023929,36058.9699142302,2704.9617458162,2865.40327784678,607.330764470474,643.353853688521
"253",Amhara,Wag Himra,Abergele,"03","0308","030805",ET03,Abergele,ET030805,ET0308,Abergele,62207.06640625,82495.0621901509,115985.584106049,24492.4142213871,1194.83868194722,1144.47379657889,70365.5318523197,5874.84764087183,1319.04849094331,8148.09151756061,9226.17688198621,397.502820715272,450.096621644336,380.747319409393,431.124131804246,25926.0487681737,27240.3053520084,2043.4300840207,2164.63366620988,458.80055678783,486.013756509184
"254",Amhara,Wag Himra,Sekota,"03","0308","030802",ET03,Sekota,ET030802,ET0308,,193112.796875,256093.931256603,360060.389243003,76033.1403770854,3709.20303777713,3552.85257086635,218439.567152344,18237.6106877348,4094.79433793423,25294.5659239687,28641.3252556918,1233.98973635438,1397.25954768691,1181.9747176893,1338.36221032052,80483.6504721696,84563.5690309107,6343.53171658494,6719.79062252607,1424.27964936478,1508.75907290468
"255",Amhara,North Wollo,Kobo,"03","0303","030302",ET03,Kobo,ET030302,ET0303,Kobo,317178.4375,420621.907422217,591381.79092119,124880.759086267,6092.18675784561,5835.3886709262,358776.433870427,29954.3942984438,6725.50183626885,41545.1022761495,47041.9927603755,2026.76851457579,2294.93129035958,1941.33635982634,2198.19525970246,132190.506865181,138891.575952934,10418.9443198861,11036.9313917585,2339.31050173221,2478.06387278215
"256",Amhara,Oromia,Artuma Fursi,"03","0310","031004",ET03,Artuma Fursi,ET031004,ET0310,Artuma Fursi,118154.46875,156688.955301647,220299.973369775,46520.2485491613,2269.44522323978,2173.78348224902,133650.443826213,11158.5313710383,2505.36607344721,15476.2711087599,17523.9581459364,755.006421642167,854.901706331117,723.181462360096,818.8658572319,49243.2563687392,51739.5208196309,3881.23745345071,4111.44835538647,871.433732229877,923.121769326273
"257",Amhara,Oromia,Dewa Harewa,"03","0310","031005",ET03,Dewa Harewa,ET031005,ET0310,Dewa Harewa,58950.60546875,78176.5504345175,109913.886053487,23210.2674367092,1132.29039412145,1084.56204655017,66681.9856081189,5567.30682659641,1249.99797733488,7721.54927284474,8743.19823736659,376.694052789265,426.534635021893,360.815680701063,408.555330934172,24568.8530353623,25814.3099558411,1936.45911381502,2051.31784237766,434.782930212648,460.571553483182
"258",Afar,Zone 2,Afdera,"02","0202","020207",ET02,Afdera,ET020207,ET0202,Afdera,30706.302734375,40720.7492659927,57252.1525950923,12089.807946675,589.789559388815,564.928727546941,34733.4386259621,2899.90929649135,651.101307682891,4022.0151712615,4554.17361379859,196.213109792697,222.174166414988,187.942353345117,212.809072538835,12797.4705796724,13446.206533082,1008.66648117913,1068.49431268121,226.470553994995,239.903380798912
"259",Afar,Zone 2,Erebti,"02","0202","020201",ET02,Erebti,ET020201,ET0202,Erebti,51655.1796875,68501.8199208249,96311.5050150584,20337.883309336,992.163919296446,950.342188198384,58429.7637168901,4878.3253745499,1095.30461332536,6765.96978068557,7661.18468849343,330.076321172935,373.748887561091,316.16297529906,357.994610299262,21528.3372946895,22619.6628291571,1696.81282636931,1797.45722544552,380.97641587579,403.573570872592
"260",Afar,Zone 1,Elidar,"02","0201","020102",ET02,Elidar,ET020102,ET0201,Eliddar,75907.609375,100663.852482636,141530.358528025,29886.6466267079,1457.99108003391,1396.53378481621,85862.9029446301,7168.72962548407,1609.55697449749,9942.6348773232,11258.1587790821,485.049216808655,549.226326052128,464.603468094146,526.075317157935,31636.0261980463,33239.7358912946,2493.47705275139,2641.37462618114,559.847224079739,593.053884570723
"261",Afar,Zone 4,Teru,"02","0204","020403",ET02,Teru,ET020403,ET0204,Terue,100443.4609375,133201.741141751,187277.654445036,39546.9999347822,1929.26205027925,1847.93972327739,113616.634865855,9485.90029428533,2129.81905800691,13156.4235277465,14897.1682926868,641.833176705614,726.754451640422,614.77868534101,696.120270473687,41861.8368804503,43983.9186223886,3299.45135947165,3495.15432340184,740.808375416198,784.748527574243
"262",Afar,Zone 1,Dubti,"02","0201","020101",ET02,Dubti,ET020101,ET0201,Dubti,97038.9609375,128686.909379838,180929.93634963,38206.5666201462,1863.87031059933,1785.30437868475,109765.634215434,9164.3786417012,2057.62950066483,12710.4906269668,14392.2333872278,620.078439964175,702.121334586148,593.940952205292,672.525489502307,40442.942884472,42493.0973230001,3187.61747751979,3376.68715009898,715.698904968203,758.149719277614
"263",Afar,Zone 4,Awra,"02","0204","020401",ET02,Awra,ET020401,ET0204,Awra,51547.84765625,68359.4829950625,96111.3835649241,20295.6241140313,990.102345424566,948.36751386642,58308.3550747533,4868.18891631441,1093.02872793115,6751.91106896817,7645.26584900101,329.390470068877,372.972291147681,315.506034125876,357.250749007278,21483.6045072856,22572.6624243123,1693.28709345332,1793.72236794896,380.184801698438,402.735003058432
"264",Afar,Zone 1,Aysaita,"02","0201","020103",ET02,Aysaita,ET020103,ET0201,Asaita,75477.234375,100093.116480423,140727.920820487,29717.1976656897,1449.7246767545,1388.61582728087,85376.0842032805,7128.08492546031,1600.43123481733,9886.26290723271,11194.3281549267,482.299122866785,546.112365778304,461.96929585203,523.092616655495,31456.6587421734,33051.2758481974,2479.33973245618,2626.39876784358,556.673046272703,589.691434248895
"265",Afar,Zone 1,Afambo,"02","0201","020104",ET02,Afambo,ET020104,ET0201,Afambo,35399.953125,46945.1704329509,66003.5021377791,13937.8106932892,679.942581709957,651.281616257232,40042.6619207612,3343.17856664729,750.626214135438,4636.80534131209,5250.30752957121,226.205510616429,256.134877087364,216.67051732579,245.338270048903,14753.643985012,15501.5432856821,1162.84746038562,1231.82035005798,261.087994375849,276.574112757095
"266",Afar,Zone 3,Gewane,"02","0203","020303",ET02,Gewane,ET020303,ET0203,Gewane,46913.27734375,62213.4100769558,87470.1893111173,18470.8826113442,901.084100336209,863.101569216026,53065.9602185755,4430.4991804083,994.756564814657,6144.85940695593,6957.89433406921,299.775590627513,339.439051904305,287.139478281966,325.131004134346,19552.0539153205,20543.1966773924,1541.04682638746,1632.45215370451,346.003099157427,366.525854202672
"267",Afar,Zone 3,Bure Mudaytu,"02","0203","020305",ET02,Bure Mudaytu,ET020305,ET0203,Boremudaitu,46509.8125,61678.3606155436,86717.9258100064,18312.0288243426,893.334572348986,855.678699625984,52609.580904226,4392.39588085709,986.20143235074,6092.01221995753,6898.05486197787,297.197452439759,336.519798938119,284.670013531281,322.33480362974,19383.9018094649,20366.5205185976,1527.79347355806,1618.41269429311,343.027393893528,363.373648582658
